collationDate,collatorInvolvement,description,reference,abbreviation,collator,species,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,name,nomenclature,grossConstituent,collatorArgument,workspace
"Collator note: this region does not appear in the list of structures, nor in the the list of abbreviations, but is used as a superstructure in the section of delineation criteria of the mouse regions.",2003-11-28,No description provided. Collator note: Abbreviation of this brain part was inserted by the collator.See the human brain nomenclature Bowden 2000.,N539fbbc6f7ee43bea86cfe4614cd1ce5,516,http://brancusi1.usc.edu/RDF/grayMatter,http://brancusi1.usc.edu/RDF/mouse,BG,Basal ganglia,http://brancusi1.usc.edu/rdf/nomenclature/Hof-et-al-2000/,http://brancusi1.usc.edu/RDF/grayMatter,http://brancusi1.usc.edu/RDF/brainPart,0
